,tag,center,arch_type,eng_type,block,zone,cut,demo,projmask,blob2,demo-2,cut_mask,blob-mask
mfb_sw_panel_11_18_2,B-0,5374,B,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_11_19_1,A-0,5231,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_11_19_2,A-0,5376,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_11_20_1,C-0,5233,C,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_11_20_2,A-0,5378,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_11_21_1,A-0,5235,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_11_21_2,A-0,5380,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_11_22_1,C-0,5237,C,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_11_22_2,A-0,5382,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_11_23_1,E-1,5239,E,1,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_11_23_2,A-0,5384,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_11_24_1,A-0,5241,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_11_24_2,C-0,5386,C,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_11_25_1,A-0,5243,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_11_25_2,A-0,5388,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_11_26_1,A-0,5245,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_11_26_2,A-0,5390,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_11_27_1,E-1,5247,E,1,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_11_27_2,A-0,5392,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_11_28_1,A-0,5249,A,0,SW,L2,1,1,1,2,2,1,2
mfb_sw_panel_11_28_2,C-0,5394,C,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_11_29_1,A-0,5251,A,0,SW,L2,1,1,1,2,2,1,2
mfb_sw_panel_11_29_2,A-0,5396,A,0,SW,L2,1,1,1,2,2,1,2
mfb_sw_panel_11_30_1,A-0,5253,A,0,SW,L2,1,2,1,2,2,1,2
mfb_sw_panel_11_30_2,A-0,5398,A,0,SW,L2,1,2,1,2,2,1,2
mfb_sw_panel_11_31_1,A-0,5255,A,0,SW,L2,1,2,1,2,2,1,2
mfb_sw_panel_11_31_2,A-0,5400,A,0,SW,L2,1,2,1,2,2,1,2
mfb_sw_panel_11_32_1,A-0,5257,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_32_2,A-0,5402,A,0,SW,L2,1,2,1,2,2,1,2
mfb_sw_panel_11_33_1,A-0,5259,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_33_2,A-0,5404,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_34_1,A-0,5261,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_34_2,A-0,5406,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_35_1,A-0,5263,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_35_2,A-0,5408,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_36_1,A-0,5265,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_36_2,A-0,5410,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_37_1,A-0,5267,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_37_2,A-0,5412,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_38_1,A-0,5269,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_38_2,A-0,5414,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_39_1,A-0,5271,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_39_2,A-0,5416,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_40_1,A-0,5273,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_40_2,A-0,5418,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_41_1,A-0,5275,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_41_2,A-0,5420,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_42_1,A-0,5277,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_42_2,A-0,5422,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_43_1,A-0,5279,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_43_2,A-0,5424,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_44_1,A-0,5281,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_44_2,A-0,5426,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_45_1,A-0,5283,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_45_2,A-0,5428,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_46_1,A-0,5285,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_46_2,A-0,5430,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_47_1,A-0,5287,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_47_2,A-0,5432,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_48_1,A-0,5289,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_48_2,A-0,5434,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_49_1,A-0,5291,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_49_2,A-0,5436,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_50_1,A-0,5293,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_50_2,A-0,5438,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_51_1,A-0,5295,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_51_2,A-0,5440,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_52_1,A-0,5297,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_52_2,A-0,5442,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_53_1,A-0,5299,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_53_2,A-0,5444,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_54_1,A-0,5301,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_54_2,A-0,5446,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_55_1,A-0,5303,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_55_2,A-0,5448,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_56_1,A-0,5305,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_56_2,A-0,5450,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_57_1,A-0,5307,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_57_2,A-0,5452,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_58_1,A-0,5309,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_58_2,A-0,5454,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_59_1,A-0,5311,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_59_2,A-0,5456,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_60_1,A-0,5313,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_60_2,A-0,5458,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_61_1,A-0,5315,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_61_2,A-0,5460,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_62_1,A-0,5317,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_62_2,A-0,5462,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_63_1,A-0,5319,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_63_2,A-0,5464,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_64_1,A-0,5321,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_64_2,A-0,5466,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_65_1,A-0,5323,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_65_2,A-0,5468,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_66_1,A-0,5325,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_66_2,A-0,5470,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_67_1,A-0,5327,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_67_2,A-0,5472,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_68_1,A-0,5329,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_68_2,A-0,5474,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_69_1,A-0,5331,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_69_2,A-0,5476,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_70_1,A-0,5333,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_70_2,A-0,5478,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_71_1,A-0,5335,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_71_2,A-0,5480,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_72_1,A-0,5337,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_11_72_2,A-0,5482,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_12_0_1,A-0,5339,A,0,SW,L2,0,1,2,2,2,0,2
mfb_sw_panel_12_0_2,A-0,5486,A,0,SW,L2,1,1,1,2,2,1,2
mfb_sw_panel_12_1_1,C-0,5341,C,0,SW,L2,1,1,1,2,2,1,2
mfb_sw_panel_12_1_2,A-0,5488,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_12_2_1,A-0,5343,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_12_2_2,A-0,5490,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_12_3_1,A-0,5345,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_12_3_2,A-0,5492,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_12_4_1,C-0,5347,C,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_12_4_2,A-0,5494,A,0,SW,L2,1,1,1,2,2,1,2
mfb_sw_panel_12_5_1,A-0,5349,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_12_5_2,A-0,5496,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_12_6_1,B-0,5351,B,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_12_6_2,C-0,5498,C,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_12_7_1,E-1,5353,E,1,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_12_7_2,A-0,5500,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_12_8_1,A-0,5355,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_12_8_2,C-0,5502,C,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_12_9_1,B-0,5357,B,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_12_9_2,A-0,5504,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_12_10_1,A-0,5359,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_12_10_2,C-0,5506,C,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_12_11_1,A-0,5361,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_12_11_2,B-0,5508,B,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_12_12_1,A-0,5363,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_12_12_2,E-1,5510,E,1,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_12_13_1,B-0,5365,B,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_12_13_2,A-0,5512,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_12_14_1,A-0,5367,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_12_14_2,C-0,5514,C,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_12_15_1,A-0,5369,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_12_15_2,B-0,5516,B,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_12_16_1,A-0,5371,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_12_16_2,B-0,5518,B,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_12_17_1,A-0,5373,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_12_17_2,A-0,5520,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_12_18_1,C-0,5375,C,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_12_18_2,B-0,5522,B,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_12_19_1,C-0,5377,C,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_12_19_2,A-0,5524,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_12_20_1,A-0,5379,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_12_20_2,B-0,5526,B,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_12_21_1,A-0,5381,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_12_21_2,A-0,5528,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_12_22_1,A-0,5383,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_12_22_2,A-0,5530,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_12_23_1,A-0,5385,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_12_23_2,A-0,5532,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_12_24_1,A-0,5387,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_12_24_2,A-0,5534,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_12_25_1,A-0,5389,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_12_25_2,E-1,5536,E,1,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_12_26_1,A-0,5391,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_12_26_2,C-0,5538,C,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_12_27_1,A-0,5393,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_12_27_2,A-0,5540,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_12_28_1,A-0,5395,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_12_28_2,A-0,5542,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_12_29_1,E-1,5397,E,1,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_12_29_2,A-0,5544,A,0,SW,L2,0,2,0,2,2,0,2
mfb_sw_panel_12_30_1,B-0,5399,B,0,SW,L2,0,2,0,2,2,0,2
mfb_sw_panel_12_30_2,A-0,5546,A,0,SW,L2,0,2,0,2,2,0,2
mfb_sw_panel_12_31_1,A-0,5401,A,0,SW,L2,0,2,0,2,2,0,2
mfb_sw_panel_12_31_2,A-0,5548,A,0,SW,L2,0,2,0,2,2,0,2
mfb_sw_panel_12_32_1,A-0,5403,A,0,SW,L2,1,2,1,2,2,1,2
mfb_sw_panel_12_32_2,A-0,5550,A,0,SW,L2,1,2,1,2,2,1,2
mfb_sw_panel_12_33_1,A-0,5405,A,0,SW,L2,1,2,1,2,2,1,2
mfb_sw_panel_12_33_2,A-0,5552,A,0,SW,L2,1,2,1,2,2,1,2
mfb_sw_panel_12_34_1,A-0,5407,A,0,SW,L2,1,2,1,2,2,1,2
mfb_sw_panel_12_34_2,A-0,5554,A,0,SW,L2,1,2,1,2,2,1,2
mfb_sw_panel_12_35_1,A-0,5409,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_12_35_2,A-0,5556,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_12_36_1,A-0,5411,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_12_36_2,A-0,5558,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_12_37_1,A-0,5413,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_12_37_2,A-0,5560,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_12_38_1,A-0,5415,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_12_38_2,A-0,5562,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_12_39_1,A-0,5417,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_12_39_2,A-0,5564,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_12_40_1,A-0,5419,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_12_40_2,A-0,5566,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_12_41_1,A-0,5421,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_12_41_2,A-0,5568,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_12_42_1,A-0,5423,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_12_42_2,A-0,5570,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_12_43_1,A-0,5425,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_12_43_2,A-0,5572,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_12_44_1,A-0,5427,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_12_44_2,A-0,5574,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_12_45_1,A-0,5429,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_12_45_2,A-0,5576,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_12_46_1,A-0,5431,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_12_46_2,A-0,5578,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_12_47_1,A-0,5433,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_12_47_2,A-0,5580,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_12_48_1,A-0,5435,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_12_48_2,A-0,5582,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_12_49_1,A-0,5437,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_12_49_2,A-0,5584,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_12_50_1,A-0,5439,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_12_50_2,A-0,5586,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_12_51_1,A-0,5441,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_12_51_2,A-0,5588,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_12_52_1,A-0,5443,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_12_52_2,A-0,5590,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_12_53_1,A-0,5445,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_12_53_2,A-0,5592,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_12_54_1,A-0,5447,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_12_54_2,A-0,5594,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_12_55_1,A-0,5449,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_12_55_2,A-0,5596,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_12_56_1,A-0,5451,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_12_56_2,A-0,5598,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_12_57_1,A-0,5453,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_12_57_2,A-0,5600,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_12_58_1,A-0,5455,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_12_58_2,A-0,5602,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_12_59_1,A-0,5457,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_12_59_2,A-0,5604,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_12_60_1,A-0,5459,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_12_60_2,A-0,5606,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_12_61_1,A-0,5461,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_12_61_2,A-0,5608,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_12_62_1,A-0,5463,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_12_62_2,A-0,5610,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_12_63_1,A-0,5465,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_12_63_2,A-0,5612,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_12_64_1,A-0,5467,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_12_64_2,A-0,5614,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_12_65_1,A-0,5469,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_12_65_2,A-0,5616,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_12_66_1,A-0,5471,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_12_66_2,A-0,5618,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_12_67_1,A-0,5473,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_12_67_2,A-0,5620,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_12_68_1,A-0,5475,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_12_68_2,A-0,5622,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_12_69_1,A-0,5477,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_12_69_2,A-0,5624,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_12_70_1,A-0,5479,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_12_70_2,A-0,5626,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_12_71_1,A-0,5481,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_12_71_2,A-0,5628,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_12_72_1,A-0,5483,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_12_72_2,A-0,23981,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_12_73_1,A-0,23981,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_12_73_2,A-0,23981,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_13_0_1,A-0,5487,A,0,SW,L2,1,1,1,2,2,1,2
mfb_sw_panel_13_0_2,A-0,5630,A,0,SW,L2,0,1,2,2,2,0,2
mfb_sw_panel_13_1_1,A-0,5489,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_13_1_2,A-0,5632,A,0,SW,L2,1,1,1,2,2,1,2
mfb_sw_panel_13_2_1,A-0,5491,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_13_2_2,C-0,5634,C,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_13_3_1,A-0,5493,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_13_3_2,A-0,5636,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_13_4_1,D-1,5495,D,1,SW,L2,1,1,1,2,2,1,2
mfb_sw_panel_13_4_2,A-0,5638,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_13_5_1,B-0,5497,B,0,SW,L2,1,1,1,2,2,1,2
mfb_sw_panel_13_5_2,A-0,5640,A,0,SW,L2,1,1,1,2,2,1,2
mfb_sw_panel_13_6_1,B-0,5499,B,0,SW,L2,1,1,1,2,2,1,2
mfb_sw_panel_13_6_2,E-1,5642,E,1,SW,L2,1,1,1,2,2,1,2
mfb_sw_panel_13_7_1,C-0,5501,C,0,SW,L2,1,1,1,2,2,1,2
mfb_sw_panel_13_7_2,A-0,5644,A,0,SW,L2,1,1,1,2,2,1,2
mfb_sw_panel_13_8_1,B-0,5503,B,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_13_8_2,A-0,5646,A,0,SW,L2,1,1,1,2,2,1,2
mfb_sw_panel_13_9_1,C-0,5505,C,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_13_9_2,B-0,5648,B,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_13_10_1,E-1,5507,E,1,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_13_10_2,A-0,5650,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_13_11_1,C-0,5509,C,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_13_11_2,B-0,5652,B,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_13_12_1,B-0,5511,B,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_13_12_2,A-0,5654,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_13_13_1,C-0,5513,C,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_13_13_2,A-0,5656,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_13_14_1,A-0,5515,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_13_14_2,A-0,5658,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_13_15_1,A-0,5517,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_13_15_2,A-0,5660,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_13_16_1,A-0,5519,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_13_16_2,C-0,5662,C,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_13_17_1,D-1,5521,D,1,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_13_17_2,C-0,5664,C,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_13_18_1,A-0,5523,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_13_18_2,A-0,5666,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_13_19_1,A-0,5525,A,0,SW,L2,0,1,0,2,2,0,2
