,tag,center,arch_type,eng_type,block,zone,cut,demo,projmask,blob2,demo-2,cut_mask,blob-mask
mfb_sw_panel_61_11_2,C-0,12250,C,0,SW,L2,1,1,1,2,2,1,2
mfb_sw_panel_61_12_1,B-0,12125,B,0,SW,L2,1,1,1,2,2,1,2
mfb_sw_panel_61_12_2,A-0,12252,A,0,SW,L2,1,1,1,2,2,1,2
mfb_sw_panel_61_13_1,C-0,12127,C,0,SW,L2,1,1,1,2,2,1,2
mfb_sw_panel_61_13_2,C-0,12254,C,0,SW,L2,1,1,1,2,2,1,2
mfb_sw_panel_61_14_1,C-0,12129,C,0,SW,L2,1,1,1,2,2,1,2
mfb_sw_panel_61_14_2,A-0,12256,A,0,SW,L2,1,1,1,2,2,1,2
mfb_sw_panel_61_15_1,B-0,12131,B,0,SW,L2,1,1,1,2,2,1,2
mfb_sw_panel_61_15_2,A-0,12258,A,0,SW,L2,1,1,1,2,2,1,2
mfb_sw_panel_61_16_1,C-0,12133,C,0,SW,L2,1,1,1,2,2,1,2
mfb_sw_panel_61_16_2,C-0,12260,C,0,SW,L2,1,1,1,2,2,1,2
mfb_sw_panel_61_17_1,B-0,12135,B,0,SW,L2,1,1,1,2,2,1,2
mfb_sw_panel_61_17_2,E-1,12262,E,1,SW,L2,1,1,1,2,2,1,2
mfb_sw_panel_61_18_1,C-0,12137,C,0,SW,L2,1,1,1,2,2,1,2
mfb_sw_panel_61_18_2,A-0,12264,A,0,SW,L2,1,1,1,2,2,1,2
mfb_sw_panel_61_19_1,A-0,12139,A,0,SW,L2,1,1,1,2,2,1,2
mfb_sw_panel_61_19_2,B-0,12266,B,0,SW,L2,1,1,1,2,2,1,2
mfb_sw_panel_61_20_1,C-0,12141,C,0,SW,L2,1,1,1,2,2,1,2
mfb_sw_panel_61_20_2,B-0,12268,B,0,SW,L2,1,1,1,2,2,1,2
mfb_sw_panel_61_21_1,A-0,12143,A,0,SW,L2,1,2,1,2,2,1,2
mfb_sw_panel_61_21_2,A-0,12270,A,0,SW,L2,1,1,1,2,2,1,2
mfb_sw_panel_61_22_1,B-0,12145,B,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_61_22_2,C-0,12272,C,0,SW,L2,1,2,1,2,2,1,2
mfb_sw_panel_61_23_1,C-0,12147,C,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_61_23_2,A-0,12274,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_61_24_1,B-0,12149,B,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_61_24_2,C-0,12276,C,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_61_25_1,C-0,12151,C,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_61_25_2,A-0,12278,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_61_26_1,B-0,12153,B,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_61_26_2,C-0,12280,C,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_61_27_1,C-0,12155,C,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_61_27_2,A-0,12282,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_61_28_1,A-0,12157,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_61_28_2,A-0,12284,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_61_29_1,A-0,12159,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_61_29_2,C-0,12286,C,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_61_30_1,A-0,12161,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_61_30_2,C-0,12288,C,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_61_31_1,A-0,12163,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_61_31_2,C-0,12290,C,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_61_32_1,A-0,12165,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_61_32_2,C-0,12292,C,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_61_33_1,C-0,12167,C,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_61_33_2,A-0,12294,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_61_34_1,A-0,12169,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_61_34_2,A-0,12296,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_61_35_1,A-0,12171,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_61_35_2,C-0,12298,C,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_61_36_1,C-0,12173,C,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_61_36_2,A-0,12300,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_61_37_1,A-0,12175,A,0,SW,L2,0,1,2,2,2,0,2
mfb_sw_panel_61_37_2,A-0,12302,A,0,SW,L2,0,1,2,2,2,0,2
mfb_sw_panel_61_38_1,A-0,12177,A,0,SW,L2,0,1,2,2,2,0,2
mfb_sw_panel_61_38_2,A-0,12304,A,0,SW,L2,0,1,2,2,2,0,2
mfb_sw_panel_61_39_1,A-0,12179,A,0,SW,L2,0,1,2,2,2,0,2
mfb_sw_panel_61_39_2,A-0,12306,A,0,SW,L2,0,1,2,2,2,0,2
mfb_sw_panel_61_40_1,A-0,12181,A,0,SW,L2,0,1,2,2,2,0,2
mfb_sw_panel_61_40_2,A-0,12308,A,0,SW,L2,0,1,2,2,2,0,2
mfb_sw_panel_61_41_1,A-0,12183,A,0,SW,L2,0,1,2,2,2,0,2
mfb_sw_panel_61_41_2,A-0,12310,A,0,SW,L2,0,1,2,2,2,0,2
mfb_sw_panel_61_42_1,A-0,12185,A,0,SW,L2,0,1,2,2,2,0,2
mfb_sw_panel_61_42_2,A-0,12312,A,0,SW,L2,0,1,2,2,2,0,2
mfb_sw_panel_61_43_1,A-0,12187,A,0,SW,L2,0,1,2,2,2,0,2
mfb_sw_panel_61_43_2,A-0,12314,A,0,SW,L2,0,1,2,2,2,0,2
mfb_sw_panel_61_44_1,A-0,12189,A,0,SW,L2,0,1,2,2,2,0,2
mfb_sw_panel_61_44_2,A-0,12316,A,0,SW,L2,0,1,2,2,2,0,2
mfb_sw_panel_61_45_1,A-0,12191,A,0,SW,L2,0,1,2,2,2,0,2
mfb_sw_panel_61_45_2,A-0,12318,A,0,SW,L2,0,1,2,2,2,0,2
mfb_sw_panel_61_46_1,A-0,12193,A,0,SW,L2,0,1,2,2,2,0,2
mfb_sw_panel_61_46_2,A-0,12320,A,0,SW,L2,0,1,2,2,2,0,2
mfb_sw_panel_61_47_1,A-0,12195,A,0,SW,L2,0,1,2,2,2,0,2
mfb_sw_panel_61_47_2,A-0,12322,A,0,SW,L2,0,1,2,2,2,0,2
mfb_sw_panel_61_48_1,A-0,12197,A,0,SW,L2,0,1,2,2,2,0,2
mfb_sw_panel_61_48_2,A-0,12324,A,0,SW,L2,0,1,2,2,2,0,2
mfb_sw_panel_61_49_1,A-0,12199,A,0,SW,L2,0,1,2,2,2,0,2
mfb_sw_panel_61_49_2,B-0,12326,B,0,SW,L2,0,1,2,2,2,0,2
mfb_sw_panel_61_50_1,A-0,12201,A,0,SW,L2,1,1,1,2,1,1,2
mfb_sw_panel_61_50_2,B-0,12328,B,0,SW,L2,1,1,1,2,2,1,2
mfb_sw_panel_61_51_1,C-0,12203,C,0,SW,L2,0,1,0,2,1,0,2
mfb_sw_panel_61_51_2,A-0,12330,A,0,SW,L2,0,1,0,2,1,0,2
mfb_sw_panel_61_52_1,C-0,12205,C,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_61_52_2,A-0,12332,A,0,SW,L2,0,1,0,2,1,0,2
mfb_sw_panel_61_53_1,B-0,12207,B,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_61_53_2,A-0,12334,A,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_61_54_1,A-0,12209,A,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_61_54_2,A-0,12336,A,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_61_55_1,A-0,12211,A,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_61_55_2,A-0,12338,A,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_61_56_1,A-0,12213,A,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_61_56_2,A-0,12340,A,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_61_57_1,A-0,12215,A,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_61_57_2,A-0,12342,A,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_61_58_1,A-0,12217,A,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_61_58_2,A-0,12344,A,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_61_59_1,A-0,12219,A,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_61_59_2,A-0,12346,A,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_61_60_1,C-0,12221,C,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_61_60_2,A-0,12348,A,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_61_61_1,A-0,12223,A,0,SW,L2,1,1,1,1,1,1,2
mfb_sw_panel_61_61_2,A-0,12350,A,0,SW,L2,1,1,1,1,1,1,2
mfb_sw_panel_61_62_1,A-0,12225,A,0,SW,L2,0,1,2,1,1,0,2
mfb_sw_panel_61_62_2,B-0,12352,B,0,SW,L2,0,1,2,1,1,0,2
mfb_sw_panel_61_63_1,A-0,12227,A,0,SW,L2,0,1,2,1,1,0,2
mfb_sw_panel_61_63_2,A-0,12354,A,0,SW,L2,0,1,2,1,1,0,2
mfb_sw_panel_61_64_1,A-0,23981,A,0,SW,L2,0,2,2,1,1,0,2
mfb_sw_panel_61_64_2,A-0,23981,A,0,SW,L2,0,1,2,1,1,0,2
mfb_sw_panel_62_0_1,A-0,12229,A,0,SW,L2,0,1,2,2,1,0,2
mfb_sw_panel_62_0_2,A-0,12358,A,0,SW,L2,1,1,1,2,1,1,2
mfb_sw_panel_62_1_1,B-0,12231,B,0,SW,L2,1,1,1,2,1,1,2
mfb_sw_panel_62_1_2,A-0,12360,A,0,SW,L2,0,1,0,2,1,0,2
mfb_sw_panel_62_2_1,A-0,12233,A,0,SW,L2,0,1,0,2,1,0,2
mfb_sw_panel_62_2_2,A-0,12362,A,0,SW,L2,0,1,0,2,1,0,2
mfb_sw_panel_62_3_1,A-0,12235,A,0,SW,L2,0,1,0,2,1,0,2
mfb_sw_panel_62_3_2,A-0,12364,A,0,SW,L2,0,1,0,2,1,0,2
mfb_sw_panel_62_4_1,A-3,12237,A,3,SW,L2,0,1,0,2,1,0,2
mfb_sw_panel_62_4_2,A-0,12366,A,0,SW,L2,0,1,0,2,1,0,2
mfb_sw_panel_62_5_1,A-0,12239,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_62_5_2,A-0,12368,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_62_6_1,A-0,12241,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_62_6_2,A-0,12370,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_62_7_1,A-0,12243,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_62_7_2,A-0,12372,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_62_8_1,B-0,12245,B,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_62_8_2,A-0,12374,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_62_9_1,C-0,12247,C,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_62_9_2,A-0,12376,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_62_10_1,B-0,12249,B,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_62_10_2,A-0,12378,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_62_11_1,A-0,12251,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_62_11_2,C-0,12380,C,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_62_12_1,A-0,12253,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_62_12_2,A-0,12382,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_62_13_1,D-1,12255,D,1,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_62_13_2,A-0,12384,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_62_14_1,C-0,12257,C,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_62_14_2,B-0,12386,B,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_62_15_1,A-0,12259,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_62_15_2,C-0,12388,C,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_62_16_1,A-0,12261,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_62_16_2,A-0,12390,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_62_17_1,B-0,12263,B,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_62_17_2,C-0,12392,C,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_62_18_1,B-0,12265,B,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_62_18_2,B-0,12394,B,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_62_19_1,C-0,12267,C,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_62_19_2,C-0,12396,C,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_62_20_1,A-0,12269,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_62_20_2,E-1,12398,E,1,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_62_21_1,B-0,12271,B,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_62_21_2,A-0,12400,A,0,SW,L2,0,2,0,2,2,0,2
mfb_sw_panel_62_22_1,A-0,12273,A,0,SW,L2,1,2,1,2,2,1,2
mfb_sw_panel_62_22_2,B-0,12402,B,0,SW,L2,1,2,1,2,2,1,2
mfb_sw_panel_62_23_1,C-0,12275,C,0,SW,L2,1,2,1,2,2,1,2
mfb_sw_panel_62_23_2,E-1,12404,E,1,SW,L2,1,2,1,2,2,1,2
mfb_sw_panel_62_24_1,A-0,12277,A,0,SW,L2,1,2,1,2,2,1,2
mfb_sw_panel_62_24_2,A-0,12406,A,0,SW,L2,1,2,1,2,2,1,2
mfb_sw_panel_62_25_1,A-0,12279,A,0,SW,L2,1,2,1,2,2,1,2
mfb_sw_panel_62_25_2,B-0,12408,B,0,SW,L2,1,2,1,2,2,1,2
mfb_sw_panel_62_26_1,E-1,12281,E,1,SW,L2,1,2,1,2,2,1,2
mfb_sw_panel_62_26_2,A-0,12410,A,0,SW,L2,1,2,1,2,2,1,2
mfb_sw_panel_62_27_1,C-0,12283,C,0,SW,L2,1,2,1,2,2,1,2
mfb_sw_panel_62_27_2,A-0,12412,A,0,SW,L2,1,2,1,2,2,1,2
mfb_sw_panel_62_28_1,B-0,12285,B,0,SW,L2,1,2,1,2,2,1,2
mfb_sw_panel_62_28_2,A-0,12414,A,0,SW,L2,1,2,1,2,2,1,2
mfb_sw_panel_62_29_1,A-0,12287,A,0,SW,L2,1,2,1,2,2,1,2
mfb_sw_panel_62_29_2,E-1,12416,E,1,SW,L2,1,2,1,2,2,1,2
mfb_sw_panel_62_30_1,A-0,12289,A,0,SW,L2,1,2,1,2,2,1,2
mfb_sw_panel_62_30_2,C-0,12418,C,0,SW,L2,1,2,1,2,2,1,2
mfb_sw_panel_62_31_1,A-0,12291,A,0,SW,L2,1,2,1,2,2,1,2
mfb_sw_panel_62_31_2,B-0,12420,B,0,SW,L2,1,2,1,2,2,1,2
mfb_sw_panel_62_32_1,A-0,12293,A,0,SW,L2,1,2,1,2,2,1,2
mfb_sw_panel_62_32_2,C-0,12422,C,0,SW,L2,1,2,1,2,2,1,2
mfb_sw_panel_62_33_1,C-0,12295,C,0,SW,L2,1,2,1,2,2,1,2
mfb_sw_panel_62_33_2,A-0,12424,A,0,SW,L2,1,2,1,2,2,1,2
mfb_sw_panel_62_34_1,C-0,12297,C,0,SW,L2,1,2,1,2,2,1,2
mfb_sw_panel_62_34_2,A-0,12426,A,0,SW,L2,1,2,1,2,2,1,2
mfb_sw_panel_62_35_1,A-0,12299,A,0,SW,L2,1,2,1,2,2,1,2
mfb_sw_panel_62_35_2,C-0,12428,C,0,SW,L2,1,2,1,2,2,1,2
mfb_sw_panel_62_36_1,A-0,12301,A,0,SW,L2,0,2,2,2,2,0,2
mfb_sw_panel_62_36_2,C-0,12430,C,0,SW,L2,0,1,2,2,2,0,2
mfb_sw_panel_62_37_1,B-0,12303,B,0,SW,L2,0,1,2,2,2,0,2
mfb_sw_panel_62_37_2,A-0,12432,A,0,SW,L2,0,1,2,2,2,0,2
mfb_sw_panel_62_38_1,C-0,12305,C,0,SW,L2,0,1,2,2,2,0,2
mfb_sw_panel_62_38_2,A-0,12434,A,0,SW,L2,0,1,2,2,2,0,2
mfb_sw_panel_62_39_1,A-0,12307,A,0,SW,L2,0,1,2,2,2,0,2
mfb_sw_panel_62_39_2,C-0,12436,C,0,SW,L2,0,1,2,2,2,0,2
mfb_sw_panel_62_40_1,C-0,12309,C,0,SW,L2,0,1,2,2,2,0,2
mfb_sw_panel_62_40_2,B-0,12438,B,0,SW,L2,0,1,2,2,2,0,2
mfb_sw_panel_62_41_1,A-0,12311,A,0,SW,L2,0,1,2,2,2,0,2
mfb_sw_panel_62_41_2,B-0,12440,B,0,SW,L2,0,1,2,2,2,0,2
mfb_sw_panel_62_42_1,C-0,12313,C,0,SW,L2,0,1,2,2,2,0,2
mfb_sw_panel_62_42_2,C-0,12442,C,0,SW,L2,0,1,2,2,2,0,2
mfb_sw_panel_62_43_1,C-0,12315,C,0,SW,L2,0,1,2,2,2,0,2
mfb_sw_panel_62_43_2,B-0,12444,B,0,SW,L2,0,1,2,2,2,0,2
mfb_sw_panel_62_44_1,A-0,12317,A,0,SW,L2,0,1,2,2,2,0,2
mfb_sw_panel_62_44_2,C-0,12446,C,0,SW,L2,0,1,2,2,2,0,2
mfb_sw_panel_62_45_1,C-0,12319,C,0,SW,L2,0,1,2,2,2,0,2
mfb_sw_panel_62_45_2,A-0,12448,A,0,SW,L2,0,1,2,2,2,0,2
mfb_sw_panel_62_46_1,A-0,12321,A,0,SW,L2,0,1,2,2,2,0,2
mfb_sw_panel_62_46_2,C-0,12450,C,0,SW,L2,0,1,2,2,2,0,2
mfb_sw_panel_62_47_1,A-0,12323,A,0,SW,L2,0,1,2,2,2,0,2
mfb_sw_panel_62_47_2,C-0,12452,C,0,SW,L2,0,1,2,2,2,0,2
mfb_sw_panel_62_48_1,C-0,12325,C,0,SW,L2,0,1,2,2,2,0,2
mfb_sw_panel_62_48_2,B-0,12454,B,0,SW,L2,0,1,2,2,2,0,2
mfb_sw_panel_62_49_1,C-0,12327,C,0,SW,L2,0,1,2,2,2,0,2
mfb_sw_panel_62_49_2,A-0,12456,A,0,SW,L2,1,1,1,2,2,1,2
mfb_sw_panel_62_50_1,A-0,12329,A,0,SW,L2,1,1,1,2,1,1,2
mfb_sw_panel_62_50_2,C-0,12458,C,0,SW,L2,0,1,0,2,1,0,2
mfb_sw_panel_62_51_1,A-0,12331,A,0,SW,L2,0,1,0,2,1,0,2
mfb_sw_panel_62_51_2,A-0,12460,A,0,SW,L2,0,1,0,2,1,0,2
mfb_sw_panel_62_52_1,A-0,12333,A,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_62_52_2,A-0,12462,A,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_62_53_1,A-0,12335,A,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_62_53_2,C-0,12464,C,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_62_54_1,A-0,12337,A,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_62_54_2,A-0,12466,A,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_62_55_1,D-1,12339,D,1,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_62_55_2,A-0,12468,A,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_62_56_1,E-1,12341,E,1,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_62_56_2,A-0,12470,A,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_62_57_1,A-0,12343,A,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_62_57_2,A-0,12472,A,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_62_58_1,A-0,12345,A,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_62_58_2,E-1,12474,E,1,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_62_59_1,A-0,12347,A,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_62_59_2,A-0,12476,A,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_62_60_1,A-0,12349,A,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_62_60_2,A-0,12478,A,0,SW,L2,0,1,0,1,1,0,2
mfb_sw_panel_62_61_1,A-0,12351,A,0,SW,L2,1,1,1,1,1,1,2
mfb_sw_panel_62_61_2,E-1,12480,E,1,SW,L2,1,1,1,1,1,1,2
mfb_sw_panel_62_62_1,A-0,12353,A,0,SW,L2,0,1,2,1,1,0,2
mfb_sw_panel_62_62_2,A-0,12482,A,0,SW,L2,0,1,2,1,1,0,2
mfb_sw_panel_62_63_1,A-0,12355,A,0,SW,L2,0,1,2,1,1,0,2
mfb_sw_panel_62_63_2,A-0,23981,A,0,SW,L2,0,1,2,1,1,0,2
mfb_sw_panel_62_64_1,A-0,23981,A,0,SW,L2,0,1,2,1,1,0,2
mfb_sw_panel_62_64_2,A-0,23981,A,0,SW,L2,0,1,2,1,1,0,2
mfb_sw_panel_63_0_1,A-0,12359,A,0,SW,L2,1,1,1,2,1,1,2
mfb_sw_panel_63_0_2,A-0,12486,A,0,SW,L2,0,1,2,2,1,0,2
mfb_sw_panel_63_1_1,E-1,12361,E,1,SW,L2,0,1,0,2,1,0,2
mfb_sw_panel_63_1_2,A-0,12488,A,0,SW,L2,1,1,1,2,1,1,2
mfb_sw_panel_63_2_1,A-0,12363,A,0,SW,L2,0,1,0,2,1,0,2
mfb_sw_panel_63_2_2,A-0,12490,A,0,SW,L2,0,1,0,2,1,0,2
mfb_sw_panel_63_3_1,A-0,12365,A,0,SW,L2,0,1,0,2,1,0,2
mfb_sw_panel_63_3_2,A-0,12492,A,0,SW,L2,0,1,0,2,1,0,2
mfb_sw_panel_63_4_1,D-1,12367,D,1,SW,L2,0,1,0,2,1,0,2
mfb_sw_panel_63_4_2,A-0,12494,A,0,SW,L2,0,1,0,2,1,0,2
mfb_sw_panel_63_5_1,A-0,12369,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_63_5_2,A-0,12496,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_63_6_1,D-1,12371,D,1,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_63_6_2,A-0,12498,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_63_7_1,C-0,12373,C,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_63_7_2,A-0,12500,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_63_8_1,B-0,12375,B,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_63_8_2,A-0,12502,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_63_9_1,A-0,12377,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_63_9_2,A-0,12504,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_63_10_1,B-0,12379,B,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_63_10_2,A-0,12506,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_63_11_1,A-0,12381,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_63_11_2,E-1,12508,E,1,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_63_12_1,C-0,12383,C,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_63_12_2,A-0,12510,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_63_13_1,B-0,12385,B,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_63_13_2,A-0,12512,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_63_14_1,A-0,12387,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_63_14_2,A-3,12514,A,3,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_63_15_1,A-0,12389,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_63_15_2,A-0,12516,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_63_16_1,C-0,12391,C,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_63_16_2,B-0,12518,B,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_63_17_1,A-0,12393,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_63_17_2,A-0,12520,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_63_18_1,C-0,12395,C,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_63_18_2,A-0,12522,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_63_19_1,B-0,12397,B,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_63_19_2,A-0,12524,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_63_20_1,C-0,12399,C,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_63_20_2,A-0,12526,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_63_21_1,C-0,12401,C,0,SW,L2,0,2,0,2,2,0,2
mfb_sw_panel_63_21_2,A-0,12528,A,0,SW,L2,0,1,0,2,2,0,2
mfb_sw_panel_63_22_1,A-0,12403,A,0,SW,L2,0,2,0,2,2,0,2
mfb_sw_panel_63_22_2,A-0,12530,A,0,SW,L2,0,2,0,2,2,0,2
mfb_sw_panel_63_23_1,A-0,12405,A,0,SW,L2,0,2,0,2,2,0,2
mfb_sw_panel_63_23_2,B-0,12532,B,0,SW,L2,0,2,0,2,2,0,2
mfb_sw_panel_63_24_1,B-0,12407,B,0,SW,L2,0,2,0,2,2,0,2
mfb_sw_panel_63_24_2,C-0,12534,C,0,SW,L2,0,2,0,2,2,0,2
mfb_sw_panel_63_25_1,C-0,12409,C,0,SW,L2,0,2,0,2,2,0,2
mfb_sw_panel_63_25_2,A-0,12536,A,0,SW,L2,0,2,0,2,2,0,2
mfb_sw_panel_63_26_1,C-0,12411,C,0,SW,L2,0,2,0,2,2,0,2
mfb_sw_panel_63_26_2,A-0,12538,A,0,SW,L2,0,2,0,2,2,0,2
mfb_sw_panel_63_27_1,C-0,12413,C,0,SW,L2,0,2,0,2,2,0,2
mfb_sw_panel_63_27_2,A-0,12540,A,0,SW,L2,0,2,0,2,2,0,2
mfb_sw_panel_63_28_1,A-0,12415,A,0,SW,L2,0,2,0,2,2,0,2
mfb_sw_panel_63_28_2,A-0,12542,A,0,SW,L2,0,2,0,2,2,0,2
mfb_sw_panel_63_29_1,A-0,12417,A,0,SW,L2,0,2,0,2,2,0,2
